28/03/2025,,29/03/2025,,30/03/2025,,12/04/2025,,13/04/2025,,14/04/2025,
5768759,1,4456783,1,2258018,1,3573132,1,2210218,1,7099965,1
10362761,1,8719938,1,9554724,1,3065143,1,2368921,1,9664027,1
3413151,1,11415562,1,6744204,1,3849352,1,2865020,1,4273373,1
11903446,1,6378464,1,9798139,1,4682519,1,7265816,1,9058500,1
9594922,1,4160225,1,11467157,1,8946344,1,10476370,1,8018189,1
2040619,1,8123785,1,6719050,1,7632948,1,7699779,1,6223303,1
4801154,1,8924403,1,11502263,1,3504315,1,7965148,1,11607429,1
9833624,1,2403620,1,11737236,1,8049985,1,11354637,1,9529646,1
4261561,1,4587379,1,2367939,1,4009801,1,11549505,1,7528234,1
5775816,1,9280463,1,9218158,1,10264292,1,2101293,1,4177251,1
10301416,1,11885209,1,7788627,1,7378157,1,7722349,1,5314377,1
3111662,1,5809392,1,11923844,1,10017646,1,6168148,1,10195964,1
6170966,1,2405099,1,3877780,1,11239281,1,7137980,1,10999985,1
8029308,1,6835752,1,11188128,1,10533013,1,8867692,1,11488592,1
10197223,1,677233,1,2818389,1,8729057,1,11571737,1,2693167,1
10545754,1,3578462,1,2664036,1,8376999,1,9112093,1,8595463,1
8385302,1,9090216,1,6110473,1,10620168,1,10709928,1,3451446,1
3032745,1,11313992,1,3695802,1,10593099,1,11833291,1,9457128,1
11524294,1,3493032,1,9282954,1,6516978,1,8469486,1,3513995,1
2279126,1,10260510,1,9528655,1,6558370,1,7505295,1,5341028,1
10183922,1,5992524,1,8698516,1,2425836,1,4349857,1,4237169,1
10939774,1,6482068,1,7573181,1,7528234,1,4212564,1,3779136,1
2770399,1,11493879,1,7522939,1,7089189,1,5015587,1,518935,1
3908629,1,4288150,1,10673718,1,8721862,1,5008632,1,9744797,1
7731796,1,4969168,1,5157753,1,10320820,1,8957431,1,8491805,1
3464806,1,3390385,1,4427915,1,8544498,1,4746026,1,2319536,1
4434131,1,8527244,1,8499006,1,8867692,1,6051727,1,3660362,1
5229542,1,3249764,1,9817259,1,6568577,1,11314676,1,10791343,1
5855127,1,5222707,1,7146309,1,4520223,1,10378531,1,4048995,1
4465469,1,4492723,1,3201928,1,8381859,1,9865812,1,6592391,1
3124483,1,10005187,1,9632560,1,11102398,1,11223764,1,8903189,1
7245312,1,4443118,1,7623922,1,7628928,1,3033277,1,8541504,1
9410751,1,5733431,1,9292732,1,7822974,1,3533372,1,10987219,1
3679770,1,7785359,1,7931914,1,10047258,1,2591768,1,10273441,1
6929857,1,5145381,1,7321671,1,6721936,1,9363449,1,5030165,1
7563697,1,8468550,1,5078999,1,7588802,1,7607677,1,8666327,1
11048087,1,8924344,1,5529073,1,3293743,1,3391902,1,11749775,1
3311253,1,4858894,1,2849667,1,4153859,1,4694949,1,11913910,1
9299505,1,3664476,1,8462698,1,11299754,1,10885502,1,6307358,1
11587624,1,8498622,1,7864734,1,11345046,1,7886607,1,2386371,1
3078000,1,9887796,1,7504244,1,8299331,1,8626968,1,4867294,1
7411708,1,10315020,1,5239244,1,6159875,1,5394271,1,6117096,1
4826665,1,6661346,1,11706588,1,2782822,1,5960367,1,5918997,1
2488417,1,2033244,1,9667048,1,8796042,1,9275368,1,9470595,1
6904330,1,6198615,1,7951388,1,9893860,1,7653074,1,9767582,1
4864565,1,5120416,1,3832043,1,6710566,1,5185001,1,4756121,1
7654841,1,3169111,1,10499821,1,2163458,1,7295254,1,9343921,1
2214563,1,2245958,1,8558778,1,4821593,1,3377716,1,4401065,1
6277982,1,2815083,1,8961420,1,3064297,1,5403720,1,10144449,1
5646535,1,9002368,1,6843712,1,11960622,1,5411951,1,4571807,1
11931181,1,11849330,1,10371795,1,7270666,1,3104584,1,11348035,1
4692034,1,4239307,1,7488667,1,7298293,1,2245054,1,10005187,1
9913640,1,2611105,1,9076190,1,2930850,1,10801858,1,11916848,1
10256027,1,5969428,1,5819371,1,9899034,1,9789601,1,4025299,1
10053090,1,2927122,1,4867956,1,4482197,1,5329836,1,11508987,1
6862952,1,7573181,1,3593480,1,4508112,1,3598205,1,3759601,1
5692844,1,7404700,1,9679429,1,2999235,1,7861244,1,7764031,1
10203384,1,6365794,1,11961347,1,9394656,1,10402331,1,2722287,1
3561530,1,10692448,1,2650743,1,7254916,1,6987366,1,4427915,1
3726120,1,5131074,1,7279516,1,9218158,1,5654824,1,6877241,1
5980390,1,8749552,1,7375926,1,9801664,1,9690101,1,6829872,1
3388955,1,11809117,1,3676525,1,5997984,1,5012592,1,11362821,1
5978971,1,11151905,1,7926682,1,7224212,1,10672468,1,9373729,1
11010948,1,9317065,1,11069293,1,9415447,1,5634233,1,3114287,1
10306440,1,2075904,1,9797705,1,5057044,1,5513971,1,5003128,1
5403720,1,6212899,1,7936723,1,5163771,1,5022124,1,10758913,1
10947064,1,10535917,1,2751340,1,9350267,1,7666128,1,4387162,1
6480729,1,9130970,1,7957717,1,6183613,1,5305847,1,8790479,1
8615978,1,11407784,1,5359255,1,2941651,1,4434496,1,11684996,1
7008239,1,5012592,1,5965576,1,7432284,1,7009445,1,10623807,1
3078475,1,8174300,1,11899503,1,7946301,1,2741031,1,5774126,1
5997984,1,11376187,1,2909634,1,10014704,1,5848425,1,9456147,1
6150041,1,11204540,1,9899034,1,6848749,1,9209966,1,6837666,1
5580751,1,9720075,1,4212564,1,7383714,1,11700943,1,4210722,1
2339000,1,7485569,1,10709267,1,5504868,1,5554709,1,6004341,1
3351877,1,8353737,1,2877066,1,7666128,1,9943524,1,11033498,1
11281335,1,7935485,1,9753424,1,9657894,1,3810267,1,7225747,1
3663316,1,3251676,1,2372815,1,3972751,1,5496252,1,6215466,1
9879363,1,8881666,1,8037113,1,8531246,1,3481400,1,10704368,1
8283260,1,2910748,1,5221181,1,4003196,1,11226344,1,3121895,1
8923099,1,6980920,1,3344710,1,6126458,1,6182735,1,9089664,1
6579772,1,7480803,1,6711527,1,11842847,1,7464062,1,9794216,1
10385211,1,6619634,1,5996869,1,9064996,1,4144786,1,8467539,1
6003550,1,9340697,1,5446500,1,8243058,1,4157244,1,2355711,1
10533445,1,8214450,1,8721862,1,4296758,1,9473201,1,7295064,1
3544818,1,11648982,1,2395840,1,4202311,1,10014704,1,7162988,1
6918459,1,5405641,1,6102084,1,3715185,1,6179086,1,3379346,1
5163084,1,7281018,1,10369542,1,2100925,1,2108082,1,9496158,1
3452490,1,8307567,1,4579576,1,7387174,1,5157753,1,8655367,1
4942072,1,7033951,1,8080112,1,10900709,1,4603280,1,5669334,1
4245331,1,4924528,1,10390833,1,3396571,1,9225438,1,10792758,1
8681263,1,6183436,1,7688951,1,7962356,1,11033652,1,6377256,1
9475891,1,8985437,1,4522556,1,3449994,1,2670874,1,10287507,1
10783484,1,4559392,1,3832884,1,9314660,1,7358518,1,3011047,1
5689230,1,9623792,1,2041418,1,2097425,1,6008947,1,4458703,1
10097469,1,9907721,1,5044550,1,8154793,1,5730641,1,2299566,1
10759035,1,9032308,1,10034995,1,7182277,1,8897640,1,3633746,1
4977268,1,4237169,1,9586719,1,8939682,1,11151905,1,11760876,1
8408898,1,9789601,1,8454624,1,4467900,1,7326407,1,10553240,1
10020674,1,9601821,1,7497936,1,5349532,1,10283723,1,5083453,1
5502570,1,2079285,1,7997188,1,5796251,1,10258064,1,10131843,1
2759186,1,6010554,1,7183570,1,10695889,1,4477523,1,2547241,1
5770055,1,7162670,1,10634198,1,8902429,1,5753154,1,2978917,1
5972246,1,5551463,1,2039224,1,3284584,1,5679029,1,7022439,1
10351589,1,6718158,1,6904325,1,6408479,1,7488667,1,4261561,1
10900709,1,6950886,1,7453616,1,3830846,1,11521832,1,11439385,1
11465403,1,11074078,1,9031146,1,10462247,1,5740910,1,2659914,1
284007,1,9431863,1,5114205,1,11539550,1,9033182,1,10181912,1
10699692,1,9741932,1,7962356,1,9396234,1,11853312,1,9532738,1
9116752,1,2624076,1,7599429,1,8369529,1,11824470,1,2730105,1
10358004,1,2724578,1,11363832,1,9300604,1,10462247,1,9480778,1
9925918,1,2810878,1,5628858,1,6975703,1,2218386,1,10714918,1
3639078,1,4650660,1,5381209,1,11762999,1,10183982,1,8558924,1
10273441,1,9580472,1,8280374,1,7326124,1,3838538,1,3215595,1
5455544,1,3782197,1,7588539,1,6712428,1,8082497,1,7298293,1
3715185,1,3083965,1,11203371,1,4793400,1,11405044,1,9396690,1
7794419,1,3970862,1,7515989,1,7997666,1,7344122,1,8231363,1
4139027,1,6067993,1,2669855,1,9090216,1,4824057,1,7647105,1
2459966,1,3749926,1,11458828,1,11911740,1,3916890,1,7271809,1
5838721,1,2384436,1,3104584,1,5625882,1,9188953,1,7053866,1
10736641,1,8484404,1,3465002,1,9979906,1,2233079,1,2687025,1
2071989,1,5702054,1,9508475,1,3851241,1,6210423,1,7416075,1
7018276,1,9621070,1,7808255,1,6169179,1,8498622,1,9791157,1
3050558,1,8716614,1,10733666,1,2101293,1,4395495,1,4816417,1
5485024,1,9441897,1,11568719,1,7594422,1,4416656,1,3526421,1
7381532,1,9886311,1,10461777,1,10535917,1,4622025,1,9539001,1
6836601,1,4774153,1,2604088,1,4016809,1,10539812,1,8835465,1
5063170,1,9869682,1,8303542,1,4995407,1,11657506,1,2742553,1
11516166,1,7847235,1,11192156,1,10563518,1,9388216,1,10551397,1
10572860,1,9960270,1,10991583,1,6826939,1,7346664,1,2018223,1
2403620,1,3595107,1,8443264,1,6889834,1,10339048,1,7276597,1
10502951,1,9317179,1,9002541,1,10071786,1,11953468,1,9141227,1
6046158,1,3322753,1,10960273,1,6802219,1,6675711,1,2892664,1
10939024,1,10929716,1,9409124,1,7354174,1,7743912,1,7588539,1
6131242,1,9152657,1,8231363,1,9505532,1,10602340,1,6403906,1
2453757,1,5904834,1,8468927,1,10001877,1,3672581,1,6546515,1
7600517,1,3298741,1,8855619,1,9489519,1,9204344,1,8091794,1
3434147,1,5979134,1,5504868,1,4618667,1,10566144,1,5626945,1
6388668,1,4412749,1,3768590,1,8976394,1,11183820,1,5737613,1
6784591,1,7810238,1,6149496,1,9121855,1,3990347,1,10801198,1
9821612,1,8328204,1,4480306,1,3348153,1,4699407,1,3285075,1
5533310,1,2785293,1,11112957,1,10501711,1,3868851,1,6508012,1
2954829,1,9497581,1,11258083,1,3722768,1,4885552,1,3215520,1
9923352,1,7703772,1,3927887,1,7244655,1,7830274,1,4544926,1
6629729,1,4396600,1,4327043,1,5705149,1,4608190,1,9196622,1
4918068,1,7403918,1,9601483,1,10769517,1,7559892,1,3102036,1
2159177,1,5416410,1,9845740,1,4699575,1,10275810,1,2031103,1
10477335,1,6837326,1,7812669,1,6824226,1,9297819,1,5303054,1
9652800,1,2626079,1,8448565,1,9649254,1,8499270,1,2385776,1
10555794,1,5726795,1,4858894,1,11779277,1,2731376,1,7539235,1
5987061,1,5439188,1,10258493,1,6756967,1,9209086,1,4522556,1
428085,1,8948753,1,2173319,1,9314651,1,5978345,1,8251990,1
9587167,1,6007776,1,8993127,1,10205418,1,7714817,1,10130907,1
11713966,1,2232902,1,8269472,1,10566140,1,11281485,1,4030226,1
3782197,1,5227524,1,6849777,1,7936120,1,2398856,1,6461136,1
10969629,1,11141147,1,8830221,1,11689664,1,4850926,1,4252770,1
5422031,1,9856684,1,11620992,1,11921518,1,8259046,1,5375285,1
10804318,1,7688948,1,4286218,1,6493254,1,4976611,1,10648294,1
2642951,1,11418266,1,6733442,1,6952966,1,6752277,1,4363133,1
4960154,1,2604088,1,6266018,1,10150825,1,2782822,1,6601961,1
8976394,1,8115779,1,10342603,1,5992933,1,10231231,1,4791506,1
6704645,1,6543446,1,4711804,1,3528370,1,6881426,1,7115885,1
4395495,1,5115392,1,11277469,1,9834410,1,5977208,1,11559617,1
8659739,1,7066261,1,11099200,1,7836933,1,4997781,1,3739982,1
10886721,1,5033473,1,2866128,1,11281335,1,3941321,1,2687922,1
5266245,1,6986726,1,10960406,1,4861527,1,6481362,1,7758467,1
10123843,1,5903562,1,11415287,1,7480803,1,7713818,1,2360940,1
8450862,1,4028391,1,2742553,1,7351191,1,10960273,1,6168298,1
4216722,1,2189287,1,8104351,1,6198054,1,8040751,1,4238418,1
4876714,1,3998901,1,11671330,1,8780913,1,2272022,1,7416169,1
2863411,1,2457632,1,7065641,1,6839127,1,9924621,1,9534549,1
4889253,1,2238841,1,10961251,1,5427081,1,7403918,1,6865171,1
7872991,1,4718833,1,6718158,1,10782831,1,9923731,1,10252831,1
10602237,1,6593946,1,3660864,1,10309045,1,7947360,1,2584463,1
9427895,1,10089629,1,8102504,1,10947064,1,11998096,1,7689769,1
9264997,1,5121766,1,4883412,1,9927075,1,3531939,1,2891226,1
8249195,1,10701575,1,6229335,1,5824482,1,7900367,1,8178874,1
10909342,1,7218751,1,6675711,1,9134794,1,8637473,1,5024167,1
8066960,1,6143610,1,7873530,1,5794955,1,8022157,1,8913585,1
7540802,1,4085592,1,10334986,1,11867795,1,11566971,1,4142468,1
6285218,1,3467633,1,8917670,1,2556650,1,515024,1,10743425,1
7454643,1,5689230,1,11475552,1,11133562,1,9651793,1,7052519,1
3849352,1,7309541,1,3170759,1,11405044,1,4649484,1,6067416,1
7950083,1,2613944,1,2066099,1,6480088,1,6346197,1,3725317,1
4849909,1,6799638,1,11994945,1,3299070,1,2498386,1,10258064,1
6043746,1,11916690,1,8903189,1,6214714,1,7810238,1,10905851,1
10568828,1,11778665,1,3132875,1,6352394,1,3500251,1,5252837,1
7289711,1,5850624,1,8980650,1,8315213,1,2904043,1,2061887,1
8823271,1,2852874,1,7856432,1,7160418,1,9357666,1,11899503,1
5247311,1,10902855,1,2880629,1,9508475,1,7089044,1,10056625,1
11040903,1,3933788,1,6761907,1,10910101,1,5059518,1,2927819,1
11520013,1,8680272,1,5102278,1,3805943,1,4407293,1,3805943,1
8567298,1,3354925,1,11459991,1,7452781,1,11897535,1,3805992,1
3648165,1,10131650,1,4983220,1,7009197,1,3557821,1,4768842,1
10027996,1,10728435,1,6154357,1,7654297,1,7618592,1,10102555,1
3189635,1,9295560,1,349443,1,10486177,1,6766880,1,10117118,1
7702555,1,9538179,1,10201259,1,9992545,1,11502263,1,11099796,1
9530996,1,8596336,1,8265683,1,10360475,1,8804739,1,4614376,1
7007601,1,5314954,1,10042386,1,10801198,1,10791343,1,5197222,1
4477523,1,2351918,1,7570085,1,3948345,1,6837666,1,3512868,1
9920241,1,9112093,1,10456303,1,5529073,1,8139499,1,6895181,1
8040751,1,6371128,1,3533372,1,10439053,1,7799584,1,2429772,1
2496033,1,10758913,1,3359798,1,7280441,1,10399609,1,4537546,1
4624599,1,11198657,1,9832378,1,2442101,1,5361236,1,7763747,1
7336940,1,2948804,1,4253442,1,6937065,1,5288385,1,9170735,1
9018239,1,2909634,1,8108048,1,7781241,1,7175574,1,3892253,1
7494105,1,3063204,1,7383594,1,4355242,1,3931087,1,6346197,1
3209433,1,6126709,1,5495375,1,4142934,1,6355002,1,8910770,1
8685811,1,10207986,1,3553523,1,7281018,1,11740737,1,2198276,1
8081062,1,9819044,1,3833971,1,11425957,1,7719963,1,10368078,1
3789830,1,5380322,1,2238841,1,4047571,1,2238841,1,9795201,1
9940516,1,8432307,1,8122407,1,7688951,1,10278839,1,11687158,1
2785345,1,5047236,1,5482499,1,2834235,1,9768313,1,8757717,1
2444810,1,10568610,1,2476918,1,11603865,1,8775724,1,9924621,1
4430039,1,9753424,1,6111975,1,11980850,1,7217010,1,10048483,1
11720200,1,9489519,1,4774153,1,8935119,1,11379136,1,7149551,1
4633633,1,6114831,1,11697283,1,5416492,1,11383689,1,8439675,1
3651936,1,4121678,1,10733199,1,4711276,1,7602508,1,5288485,1
2061857,1,4645466,1,4047571,1,2545147,1,10402237,1,3543060,1
10761272,1,10579247,1,5688596,1,11209647,1,4897104,1,8139499,1
10095850,1,5996750,1,10408489,1,3076926,1,6193887,1,8449645,1
6147336,1,6123789,1,6290521,1,8319485,1,5482499,1,9694198,1
6385671,1,2279126,1,6417241,1,7912879,1,8554929,1,6545587,1
11671028,1,11174699,1,8468550,1,6871757,1,10909342,1,10761272,1
7262226,1,2941830,1,5361173,1,8122407,1,2511641,1,9588721,1
3037727,1,3141015,1,7373949,1,5368285,1,10455413,1,2792431,1
5745976,1,8893131,1,8213251,1,11150859,1,6151616,1,3384283,1
11529267,1,4095885,1,2620731,1,5234617,1,11405750,1,6291380,1
10980711,1,10325544,1,7495163,1,3627604,1,5621375,1,9450087,1
3122425,1,8772539,1,9958545,1,11707292,1,2942583,1,4246993,1
2729714,1,4438129,1,6002213,1,8099282,1,3078000,1,2070219,1
6784341,1,10992480,1,7541887,1,5620627,1,2823179,1,9500368,1
6758930,1,10912766,1,11997877,1,6518771,1,6868536,1,9577410,1
10661673,1,10025638,1,4649484,1,3470697,1,5211135,1,6562909,1
2307076,1,7728129,1,11567347,1,5234124,1,5665892,1,11789463,1
7800698,1,6579772,1,11415562,1,2909634,1,8651516,1,11486480,1
6707107,1,10091848,1,4608190,1,4785808,1,10707751,1,3151372,1
3425743,1,10855180,1,8429202,1,4431157,1,2766370,1,11467157,1
2615911,1,8641202,1,4477523,1,9249225,1,9794216,1,9235144,1
4706935,1,9429727,1,10732557,1,11387105,1,3614568,1,4115192,1
4438990,1,3033277,1,5874071,1,10863080,1,5927452,1,2277941,1
5325477,1,4421968,1,4066386,1,10469241,1,8849814,1,2072340,1
5382563,1,11258083,1,10455413,1,2770389,1,8899530,1,4430234,1
10942608,1,2149315,1,5189660,1,5596770,1,11698055,1,4314599,1
7798789,1,10417817,1,4242366,1,10602340,1,6327116,1,8730608,1
9140036,1,2738418,1,3332521,1,9271859,1,5689230,1,10670711,1
4407464,1,9992545,1,3183345,1,9646022,1,10187395,1,3947371,1
6722528,1,8870505,1,5238574,1,3657047,1,8488249,1,10014704,1
8777151,1,5785333,1,3293825,1,6405461,1,9105149,1,5169881,1
4089623,1,11507316,1,3354925,1,11437984,1,7633951,1,3410471,1
5569633,1,8337076,1,4682754,1,8359450,1,7563842,1,5394271,1
3553523,1,3011047,1,10417274,1,11692325,1,7703499,1,4497355,1
7005437,1,6530733,1,3672581,1,4286218,1,10642705,1,11286677,1
4314599,1,3941861,1,5791772,1,3281691,1,10207986,1,7826966,1
5815176,1,2591768,1,10095850,1,3671195,1,11583803,1,10731220,1
3288495,1,3626171,1,5638156,1,6353678,1,5307672,1,5143042,1
8516938,1,5386136,1,7142022,1,4296770,1,3157993,1,4966763,1
3193026,1,5688596,1,4199556,1,8414128,1,6092436,1,7964611,1
3120532,1,8043074,1,9187497,1,5977698,1,5907977,1,9427227,1
6745180,1,3897841,1,10960804,1,9575952,1,3086592,1,10839340,1
5353739,1,4966763,1,9164099,1,4341851,1,11882206,1,9936503,1
11497753,1,2353198,1,4527904,1,9918412,1,8492334,1,4253929,1
5356783,1,11203371,1,7168259,1,6162932,1,9694408,1,4900524,1
3722461,1,3722461,1,2604871,1,10470774,1,5992933,1,2685490,1
10396493,1,10732557,1,6461136,1,3801707,1,8893275,1,11931390,1
2371512,1,11873266,1,6804335,1,6687846,1,6917021,1,5804872,1
2864951,1,7780940,1,7119505,1,2715698,1,5351762,1,2806842,1
2018223,1,6082542,1,9865773,1,3684629,1,8272499,1,9518572,1
11003846,1,4567701,1,11904440,1,3324833,1,9159929,1,6518771,1
6303564,1,8673194,1,6865439,1,4393599,1,9522575,1,11314676,1
11757065,1,2684164,1,3916539,1,6128944,1,3138210,1,11737696,1
5550668,1,5225066,1,10846779,1,5422031,1,11318870,1,6222450,1
10648427,1,9054911,1,3429713,1,5698348,1,5583177,1,9498306,1
2666990,1,8442466,1,4862165,1,10416723,1,2253471,1,7655488,1
7936180,1,6259361,1,7465091,1,5731595,1,9069527,1,6117784,1
9648459,1,5261279,1,2668503,1,7880404,1,7548391,1,6009158,1
4202311,1,5886286,1,5992755,1,9756581,1,9175891,1,10423133,1
6837712,1,4371052,1,6603178,1,7314709,1,8303499,1,7853010,1
6538563,1,8897640,1,6755568,1,7673805,1,2283057,1,7717344,1
9189764,1,2948515,1,9227110,1,10455413,1,11315265,1,6537937,1
7797390,1,5846231,1,3401266,1,4706935,1,9900683,1,4163306,1
8780011,1,11452514,1,10714918,1,10331793,1,7118611,1,10370836,1
4298074,1,3134607,1,6543446,1,5166771,1,7699309,1,6728203,1
11363832,1,4172453,1,3699711,1,7894753,1,9018239,1,2373336,1
11618730,1,10366048,1,6929857,1,5351762,1,6286341,1,11133562,1
8532696,1,6294199,1,11802234,1,4222440,1,11295039,1,10683249,1
9392412,1,2556215,1,3397146,1,3038346,1,11118358,1,9060801,1
6377686,1,6861020,1,5477632,1,9277763,1,11595576,1,10001877,1
9579008,1,8122407,1,3943712,1,11271209,1,6651781,1,4397597,1
4916747,1,5059518,1,9710975,1,3512868,1,3170282,1,10507121,1
5884743,1,6902263,1,11929013,1,7670340,1,3946065,1,419563,1
11878762,1,8316513,1,2455782,1,10203472,1,11324913,1,7229351,1
2243101,1,8067016,1,2941830,1,4753511,1,3695888,1,11629234,1
2921253,1,5809385,1,10492653,1,3788063,1,4463118,1,5588572,1
6451386,1,6973035,1,6196049,1,4136079,1,5000045,1,4645466,1
2555268,1,11500232,1,2245958,1,5567993,1,7662671,1,5788577,1
7142179,1,5603257,1,7388693,1,9274189,1,3292605,1,10721221,1
8362559,1,6330038,1,9325369,1,9755958,1,3172503,1,6100451,1
2483501,1,8081062,1,11833291,1,4590598,1,8981951,1,7710008,1
7724627,1,2359859,1,10238654,1,7444109,1,9857235,1,8464991,1
7118611,1,6831099,1,8698192,1,10483681,1,2633115,1,9762948,1
3805992,1,7679755,1,8492334,1,6330700,1,9471298,1,11456642,1
4344303,1,5379945,1,3424713,1,9866834,1,3275410,1,11762439,1
8337698,1,10358004,1,10082350,1,9938452,1,3252251,1,11769567,1
6364618,1,6007827,1,3195077,1,11326503,1,5402682,1,6425325,1
3971367,1,4776402,1,7681111,1,9052712,1,7189872,1,10166794,1
5896828,1,9291772,1,11780428,1,11751410,1,3968756,1,6385323,1
10402331,1,6943682,1,9632524,1,11638965,1,9661567,1,11845418,1
6743797,1,10141676,1,6952966,1,9494036,1,6285244,1,6668713,1
4007882,1,6480088,1,10905716,1,8406879,1,4829042,1,5256823,1
2036336,1,5861147,1,6450031,1,11011890,1,6539196,1,3661324,1
2926166,1,2650606,1,10102555,1,11240779,1,5367110,1,7730123,1
8566274,1,4791506,1,11745654,1,9547902,1,11589432,1,10457200,1
5720084,1,10012358,1,9933512,1,9098715,1,2667551,1,2150383,1
6845869,1,9496158,1,4407100,1,3289312,1,10144305,1,3391812,1
4623816,1,4850926,1,4311112,1,3451446,1,11650195,1,3065914,1
3998901,1,3248662,1,4480331,1,4348910,1,10081366,1,8899521,1
5745795,1,4811682,1,6862952,1,9807953,1,8516642,1,2423163,1
11176398,1,4088340,1,2825086,1,5777518,1,9706435,1,10819837,1
5401234,1,8313271,1,9462101,1,2806842,1,5605001,1,2883397,1
9891885,1,6728203,1,6948975,1,9826305,1,7837757,1,6178566,1
3010170,1,3770673,1,10411412,1,2183042,1,5540121,1,11037142,1
4341314,1,11329164,1,4415458,1,8232007,1,6896183,1,10034883,1
9118175,1,4885252,1,5046580,1,7464245,1,8781023,1,11601303,1
11459991,1,7563697,1,5993916,1,6027433,1,5669334,1,9460144,1
4254423,1,4436023,1,3861460,1,6155077,1,2807758,1,8108092,1
9893860,1,3810555,1,10446033,1,11453155,1,9487947,1,6710566,1
2943242,1,3458172,1,2493603,1,4001588,1,7014236,1,9137342,1
7117765,1,2362505,1,5597078,1,2330845,1,3762075,1,10479260,1
9027909,1,9852026,1,2197104,1,2724578,1,10796567,1,10256027,1
10020925,1,2888951,1,4348042,1,3223621,1,6508012,1,11376047,1
4789233,1,10954603,1,3752149,1,3648165,1,4678824,1,2183039,1
6630554,1,6141061,1,6880886,1,8802376,1,3400404,1,7512533,1
9570112,1,10721221,1,6084139,1,2684179,1,4042123,1,3438984,1
7224212,1,9051099,1,9819044,1,10203384,1,9653876,1,6128911,1
6839295,1,2319536,1,5441055,1,11998096,1,8370193,1,5396850,1
5596194,1,9483570,1,11566623,1,6062408,1,9986584,1,10843130,1
2604088,1,7063789,1,7271087,1,8406233,1,2990312,1,9314660,1
8894716,1,2087792,1,4847518,1,2595196,1,6247915,1,11333750,1
11138471,1,5245414,1,515024,1,3607885,1,8475049,1,5669312,1
9945709,1,2635971,1,5329921,1,7780940,1,5799356,1,8404377,1
4892326,1,9367286,1,2591307,1,4148321,1,3774794,1,2892359,1
5803389,1,5138686,1,6579772,1,11867680,1,11753498,1,5733690,1
3920753,1,3234250,1,4741858,1,7494555,1,3972214,1,5095750,1
10772152,1,8443264,1,9651793,1,8901978,1,7780940,1,9659795,1
3224865,1,4688729,1,2851246,1,3650736,1,5314954,1,8054856,1
6937280,1,7166515,1,7089564,1,5927452,1,7037787,1,10218978,1
7478870,1,11435014,1,10992480,1,3426613,1,4480982,1,5409848,1
4185828,1,8303542,1,11239281,1,8374107,1,5855127,1,4760853,1
8485688,1,11012751,1,10535917,1,11350187,1,11044493,1,3305535,1
4895616,1,9929731,1,5152667,1,3748418,1,6084139,1,8716779,1
9758917,1,11087538,1,4036917,1,2442695,1,3368038,1,7826854,1
6347797,1,11000859,1,5023235,1,8568287,1,6083560,1,6036795,1
2352222,1,9902193,1,2314102,1,11034148,1,6761907,1,6524664,1
388258,1,10154592,1,2454898,1,11250093,1,6373796,1,6185936,1
3211617,1,3882923,1,11118145,1,7506058,1,7907307,1,2656883,1
10721221,1,7158431,1,5432068,1,10519837,1,2091388,1,7454796,1
9443213,1,5861200,1,11404703,1,7021253,1,7471129,1,3777530,1
2895926,1,6856160,1,2176910,1,4551583,1,8730608,1,3850296,1
11678054,1,10867773,1,8139264,1,9625382,1,9006070,1,9612164,1
3410471,1,9578661,1,11281335,1,11508450,1,3286240,1,2437714,1
10800351,1,9790022,1,11943495,1,7315727,1,11169374,1,8039892,1
9324545,1,10623807,1,7404700,1,6809118,1,3204460,1,10695889,1
5219979,1,9786446,1,2579497,1,9030462,1,8968046,1,8790938,1
7808255,1,2369669,1,10677285,1,664913,1,8351414,1,6896044,1
8370988,1,8705790,1,2225716,1,3400473,1,10629791,1,6576964,1
8853180,1,8983497,1,4215201,1,4367057,1,6871757,1,6819375,1
3441508,1,9958499,1,10283723,1,3666603,1,5704289,1,3609724,1
4704819,1,10769517,1,4957852,1,9069527,1,7336151,1,11630255,1
3414880,1,11159615,1,10042096,1,3674165,1,10269399,1,2645349,1
10292184,1,6546515,1,5788577,1,7330150,1,6506452,1,6878469,1
4234530,1,7365454,1,10558499,1,8824814,1,10428323,1,11271391,1
4436023,1,8385302,1,7886509,1,11327845,1,8065537,1,3718822,1
9532738,1,8264453,1,8849814,1,3530216,1,9449104,1,8043555,1
3101686,1,10225282,1,6879598,1,10166794,1,10581266,1,7573036,1
5293908,1,2911390,1,8600487,1,267055,1,6615562,1,3863514,1
2851009,1,8982124,1,4571807,1,5523804,1,11363832,1,6182445,1
3193062,1,6353959,1,3571321,1,10869328,1,8816897,1,10442804,1
4028391,1,11136574,1,11437332,1,9959686,1,2183060,1,5694375,1
9887010,1,3616678,1,4217414,1,9152742,1,6105042,1,11560973,1
8353737,1,2889975,1,6877241,1,3452490,1,4864391,1,5121668,1
2743150,1,6557831,1,4407464,1,8560089,1,5897969,1,4311614,1
5121228,1,8980923,1,8980923,1,9551074,1,10819775,1,10238675,1
4005554,1,6067416,1,5335590,1,6709016,1,8236329,1,11659146,1
3676226,1,9967025,1,11247185,1,9893451,1,5231472,1,5333552,1
9998318,1,5896828,1,4807900,1,7541887,1,9484910,1,8647753,1
8003716,1,9343032,1,9791157,1,2552074,1,3914687,1,10365706,1
